pk,jsondata,id,name,description,markup_description,analyzed,gloss,type,source,comment,original_script,xhtml,markup_text,markup_analyzed,markup_gloss,markup_comment,language_pk,version
5351,,3483,"doigt ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>doigt</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2550,1
5352,,3484,"jaid ""finger"" jandin poa ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>jaid</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
<tr>
<td>
<p>jandin poa</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2294,1
5353,,3485,"binloaza h tł ""his fingers""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>binloaza<u>h</u>tł</p>
</td>
<td>
<p>""his fingers""</p>
</td>
</tr>
</table></div>",,,,,1180,1
5377,,igt-3125,jom-le-ka-eʔ,May he/she eat it first,,jom-le-ka-eʔ,eat-ASP-OPT-SUB.3,,,,,,,jom-le-ka-eʔ,eat-ASP-OPT-SUB.3,"<div class=""comments"">
  <p> </p>

<p> </p>

</div>",2433,1
5354,,3486,"`u´u-na ka´ika´i-na ""finger"" `u´u-na ""finger, toe, claw, paw""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>`u´u-na ka´ika´i-na</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
<tr>
<td>
<p>`u´u-na</p>
</td>
<td>
<p>""finger, toe, claw, paw""</p>
</td>
</tr>
</table></div>",,,,,276,1
5355,,3487,tsa,,,,,,,,,"<div class=""Example""><p><i>tsa</i></p></div>",,,,,2018,1
5356,,igt-3114,John - kkaa,John and his family John and the people with him,,John - kkaa,John - APL,,,,,,,"John<span class=""s2"">-</span>kkaa","John<span class=""s2"">-</span>APL","<div class=""comments"">
  
</div>",1180,1
5379,,3544,"`ii.tǘváame ""dedo de la mano""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>`ii.tǘváame</p>
</td>
<td>
<p>""dedo de la mano""</p>
</td>
</tr>
</table></div>",,,,,1800,1
5326,,3463,"ARM: ëntë ""antebrazo, brazo (la parte del brazo entre el codo y las puntas
de los dedos)"" ëntë sara ""mano (la mano, incluyendo el antebrazo)""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ëntë</p>
</td>
<td>
<p>""antebrazo, brazo (la parte del brazo entre el codo y las puntas
de</p>
<p>los dedos)""</p>
</td>
</tr>
<tr>
<td>
<p>ëntë sara</p>
</td>
<td>
<p>""mano (la mano, incluyendo el antebrazo)""</p>
</td>
</tr>
<tr>
<td>
<p>ëntëbë</p>
</td>
<td>
<p>""mano (la mano sola, la pata de un animal)""</p>
</td>
</tr>
<tr>
<td>
<p>sara</p>
</td>
<td>
<p>""mano""</p>
</td>
</tr>
<tr>
<td>
<p>gan jobë</p>
</td>
<td>
<p>""mano, puño""</p>
</td>
</tr>
<tr>
<td>
<p>ɨ̃'tɨ sa'da</p>
</td>
<td>
<p>""arm ... hand"" (2)</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ëntë sara</p>
</td>
<td>
<p>""mano (la mano, incluyendo el antebrazo)""</p>
</td>
</tr>
<tr>
<td>
<p>ëntëbë</p>
</td>
<td>
<p>""mano (la mano sola, la pata de un animal)""</p>
</td>
</tr>
<tr>
<td>
<p>sara</p>
</td>
<td>
<p>""mano""</p>
</td>
</tr>
<tr>
<td>
<p>gan jobë</p>
</td>
<td>
<p>""mano, puño""</p>
</td>
</tr>
<tr>
<td>
<p>ɨ̃'tɨ sa'da</p>
</td>
<td>
<p>""arm ... hand"" (2)</p>
</td>
</tr>
</table></div>",,,,,1944,1
5327,,igt-3099,Ips-Ø-ɛʔ!,Sleep!,,Ips-Ø-ɛʔ!,sleep-2 SG-IMP,,,,,,,"<span style=""font-style:italic;""><i>Ips-Ø-ɛʔ!</i></span>",sleep-2 SG-IMP,,2277,1
5328,,igt-3100,Ips-amm-ɛʔ!,Sleep!,,Ips-amm-ɛʔ!,sleep-2 PL-IMP,,,,,,,"<span style=""font-style:italic;""><i>Ips-amm-ɛʔ!</i></span>",sleep-2 PL-IMP,,2277,1
5329,,3465,"Ibrahim-zo-bi, Ibrahim-za-bi Ibrahim-POSS-PL ‘Ibrahim and his group’ (Maria Polinsky, p.c.)",,,,,,,,,"<div class=""comments"">
  <p>Ibrahim-zo-bi, Ibrahim-za-bi</p>
<p>Ibrahim-POSS-PL</p>
<p>‘Ibrahim and his group’</p>
<p>(Maria Polinsky, p.c.)</p>
</div>",,,,,1148,1
5330,,3466,"djirrtjirra ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>djirrtjirra</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,491,1
5331,,3467,instrumental marker: -kura-,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-kura-</dd>
  </dl>
</div>",,,,,2347,1
5332,,3468,tcha,,,,,,,,,"<div class=""Example""><p><i>tcha</i></p></div>",,,,,2536,1
5333,,igt-3101,Je le lui ferai ire.,I’ll make her read it.,,Je	le	lui	ferai	ire.,I	it.ACC	her.DAT	make.FUT	read,,,,,,,<i>Je </i>	<i>le </i>	<i>lui </i>	<i><b>ferai </b></i>	<i><b>ire. </b></i>,I	it. ACC	her. DAT	make. FUT	read,,2550,1
5334,,3470,"ARM: anaajampi ""brazo"" HAND: naco ""mi mano"" Paco ""tu mano""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: anaajampi</p>
</td>
<td>
<p>""brazo""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: naco</p>
</td>
<td>
<p>""mi mano""</p>
</td>
</tr>
<tr>
<td>
<p>Paco</p>
</td>
<td>
<p>""tu mano""</p>
</td>
</tr>
</table></div>",,,,,786,1
5335,,3472,ŋañi 'I',,,,,,,,,"<div class=""example""><table class=""example""><tr>
        <td>
          <p>
            <span style=""font-style:italic;"">ŋañi</span>
          </p>
        </td>
        <td>
          <p>
            <span>'I'</span>
          </p>
        </td>
      </tr>
      </table></div>",,,,,2481,1
5336,,igt-3102,[ d-anə ̀ -z-ba ] a-š˚q˚’ə ̀ (ø)-lə̀-s-ta-yt’,"When I saw her, I gave her the book.",,[ d-anə ̀ -z-ba ]	a-š˚q˚’ə ̀	(ø)-lə̀-s-ta-yt’,her-when-I-see.NONFIN.AOR	the-book	it-to.her-I-give- FIN.AOR,,,,,,,"<span style=""font-style:italic;""><i>[</i></span> <span style=""font-style:italic; font-weight:bold;""><i><b>d-anə</b></i></span> <span style=""font-style:italic; font-weight:bold;""><i><b>̀</b></i></span> <span style=""font-style:italic; font-weight:bold;""><i><b>-z-ba</b></i></span> <span style=""font-style:italic;""><i>]</i></span>	<span style=""font-style:italic;""><i>a-š˚q˚’ə</i></span> <span style=""font-style:italic;""><i>̀</i></span>	<i><b>(ø)-lə̀-s-ta-yt’ </b></i>",her-when-I-see. NONFIN.AOR	the-book	it-to.her-I-give- FIN.AOR,,2534,1
5337,,3474,wo ’3 rd pronoun’ pi ‘near’ mug(en) ‘middle distance’,,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>wo</i></p>
</td>
<td>
<p>’3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>pi</i></p>
</td>
<td>
<p>‘near’</p>
</td>
</tr>
<tr>
<td>
<p><i>mug(en)</i></p>
</td>
<td>
<p>‘middle distance’</p>
</td>
</tr>
</table></div>",,,,,2398,1
5338,,3475,3 rd pronouns same as demonstratives pk ‘near 1’ mn- ‘near 2’ -pn ‘distal’,,,,,,,,,"<div class=""Example""><p>3<sup>rd</sup> pronouns same as demonstratives</p>
<table class=""example"">
<tr>
<td>
<p><i>pk</i></p>
</td>
<td>
<p>‘near 1’</p>
</td>
</tr>
<tr>
<td>
<p><i>mn-</i></p>
</td>
<td>
<p>‘near 2’</p>
</td>
</tr>
<tr>
<td>
<p><i>-pn</i></p>
</td>
<td>
<p>‘distal’</p>
</td>
</tr>
</table></div>",,,,,2430,1
5339,,igt-3103,-o,I,,-o,1 SG,,,,,,,-o,"<span class=""s1"">1</span>SG","<div class=""comments"">
  
</div>",2548,1
5340,,igt-3104,-mos,we,,-mos,1 PL,,,,,,,-mos,"<span class=""s1"">1</span>PL","<div class=""comments"">
  
</div>",2548,1
5341,,igt-3105,Il fera froid demain.,It will be cold tomorrow.,,Il	fera	froid	demain.,it	do.FUT.3SG	cold	tomorrow,,,,,,,<i>Il </i>	<i>fera </i>	<i>froid </i>	<i>demain. </i>,it	do. FUT.3SG	cold	tomorrow,,2550,1
5342,,3478,"ARM: ibaa ""arm"" HAND: aziit ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ibaa</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: aziit</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,2384,1
5343,,igt-3106,telu ratus siwah pulu pitu,397,,telu	ratus	siwah	pulu	pitu,three	hundred	nine	ten	seven,,,,,,,telu	ratus	siwah	pulu	pitu,three	hundred	nine	ten	seven,"<div class=""comments"">
  <p>source: Woollams1996: 128</p>
</div>",2418,1
5344,,igt-3107,tá-mù-sùbù-li nɔ́ŋgbɔ́ nyɔ̀,I did not eat meat.,,tá-mù-sùbù-li	nɔ́ŋgbɔ́	nyɔ̀,NEG-1SG-eat-PST	meat	neg.1sg,,,,,,,<i>tá-mù-sùbù-li </i>	<i>nɔ́ŋgbɔ́ </i>	<i><b>nyɔ̀ </b></i>,NEG-1SG-eat-PST	meat	neg.1sg,,1187,1
5345,,igt-3108,ban Peter,Peter’s friends/family,,ban	Peter,the.PL	Peter,,,,,,,ban	Peter,the.PL	Peter,"<div class=""comments"">
  <p>(Kevin J. Rottet, p.c.)</p>
</div>",989,1
5346,,igt-3109,nɨɨ,I,,nɨɨ,1sg,,,,,,,<i>nɨɨ</i>,1sg,"<div class=""comments"">
  
</div>",2419,1
5347,,igt-3110,nɨkwɨh,we two (exclusive),,nɨkwɨh,1dl.excl,,,,,,,<i>nɨkwɨh</i>,1dl.excl,"<div class=""comments"">
  
</div>",2419,1
5348,,igt-3111,nɨnnɨ,we (exclusive),,nɨnnɨ,1pl.excl,,,,,,,<i>nɨnnɨ</i>,1pl.excl,"<div class=""comments"">
  
</div>",2419,1
5349,,igt-3112,takwɨh,we two (inclusive),,takwɨh,1dl.incl,,,,,,,<i>takwɨh</i>,1dl.incl,"<div class=""comments"">
  
</div>",2419,1
5350,,igt-3113,tannɨ,we (inclusive),,tannɨ,1pl.incl,,,,,,,<i>tannɨ</i>,1pl.incl,"<div class=""comments"">
  
</div>",2419,1
5357,,3489,"3 rd pronouns same as demonstratives cyá (human), é (non-human) ‘proximate’ wé ‘remote (visible) hí ‘invisible’",,,,,,,,,"<div class=""Example""><p>3<sup>rd</sup> pronouns same as demonstratives</p>
<table class=""example"">
<tr>
<td>
<p><i>cyá</i> (human), <i>é</i> (non-human)</p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>wé</i></p>
</td>
<td>
<p>‘remote (visible)</p>
</td>
</tr>
<tr>
<td>
<p><i>hí</i></p>
</td>
<td>
<p>‘invisible’</p>
</td>
</tr>
</table></div>",,,,,1928,1
5358,,igt-3115,'amon mixem,a little dirty,,'amon	mixem,a.little	black,,,,,,,<i>'amon </i>	<i>mixem </i>,a.little	black,,2491,1
5359,,igt-3116,mixem tamana,very dirty,,mixem	tamana,black	very,,,,,,,<i>mixem </i>	<i>tamana </i>,black	very,,2491,1
5360,,igt-3117,nau pulau sek,... the sea is too murky.,,nau	pulau	sek,sea	murky	too,,,,,,,<i>nau </i>	<i>pulau </i>	<i>sek </i>,sea	murky	too,,1933,1
5361,,3492,pronominal and adnominal differentiated: ŋ̀káu ndáu =áaw =âaní proximal distal,,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">ŋ̀káu</p>
<p class=""p1"">ndáu</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">=áaw</p>
<p class=""p1"">=âaní</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,279,1
5362,,3493,"atxu-x ""finger"" [not full diacritics]",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>atxu-x</p>
</td>
<td>
<p>""finger"" [not full diacritics]</p>
</td>
</tr>
</table></div>",,,,,1788,1
5363,,igt-3118,t-ekîn era'ma-'pî paaka esa-'ya,The owner of the cow saw his own pet.,,t-ekîn	era'ma-'pî	paaka	esa-'ya,REFL  -pet.ABS	see- PST	cow	owner- ERG,,,,,,,<i>t-ekîn </i>	<i>era'ma-'pî </i>	<i>paaka </i>	<i>esa-'ya </i>,REFL  -pet. ABS	see- PST	cow	owner- ERG,,2337,1
5364,,igt-3119,i-koneka-'pî-i-ya,He made it.,,i-koneka-'pî-i-ya,3SG.P  -make- PST  - 3SG.A  - ERG,,,,,,,<i>i-koneka-'pî-i-ya </i>,3SG.P  -make- PST  - 3SG.A  - ERG,,2337,1
5365,,igt-3120,nux bit’a-gi,'Fare well!,,nux	bit’a-gi,way	be.straight-OPT,,,,,,,nux	bit’a-gi,way	be.straight-OPT,"<div class=""comments"">
  <p> </p>

<p> </p>

</div>",2275,1
5366,,igt-3121,[us ke kahaanii paRh ne se] sab khush hu e,'Everyone was happy by his reading the story,,[us	ke	kahaanii	paRh	ne	se]	sab	khush	hu	e,he	gen.obl	story	read	an	instr	all	happy	become	mpl,,,,,,,[us	ke	kahaanii	paRh	ne	se]	sab	khush	hu	e,he	gen.obl	story	read	an	instr	all	happy	become	mpl,"<div class=""comments"">
  
</div>",2523,1
5367,,3497,pronominal and adnominal differentiated: hona hoina heana (hoana) fona foina feana (foana) proximal medial,,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">hona</p>
<p class=""p1"">hoina</p>
<p class=""p1"">heana</p>
<p class=""p1"">(hoana)</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">fona</p>
<p class=""p1"">foina</p>
<p class=""p1"">feana</p>
<p class=""p1"">(foana)</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">medial</p>
<p class=""p1"">distal</p>
<p class=""p1"">(hypothetical)</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,2484,1
5368,,igt-3122,N=pe n= ahan.,‘He can do it’.,,N=pe	n= ahan.,3SG=do	3SG=be.able,,,,,,,"<i>N=pe </i>	<span style=""font-style:italic;"">n=<b>ahan.</b> </span>",3SG=do	3SG=be.able,,2437,1
5369,,3499,"ARM: kol ""arm, hand"" HAND: kol ""arm, hand"" koldynq ussy ""hand"" (could literally be ""end of arm"")",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: kol</p>
</td>
<td>
<p>""arm, hand""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: kol</p>
</td>
<td>
<p>""arm, hand""</p>
</td>
</tr>
<tr>
<td>
<p>koldynq ussy</p>
</td>
<td>
<p>""hand"" (could literally be ""end of arm"")</p>
</td>
</tr>
</table></div>",,,,,261,1
5370,,3500,instrumental marker: -ŋgu,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-ŋgu</dd>
  </dl>
</div>",,,,,1367,1
5371,,3501,"ujj ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ujj</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2544,1
5372,,igt-3123,na,I,,na,1sg,,,,,,,<i>na</i>,1sg,"<div class=""comments"">
  
</div>",2513,1
5373,,igt-3124,un,we,,un,1pl,,,,,,,<i>un</i>,1pl,"<div class=""comments"">
  
</div>",2513,1
5374,,3503,"kókkua ""dedo""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>kókkua</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>",,,,,302,1
5375,,3504,"also used as demonstratives hu (M), hi (F), ze (N) ‘3 rd pronouns’",,,,,,,,,"<div class=""Example""><p>also used as demonstratives</p>
<table class=""example"">
<tr>
<td>
<p><i>hu</i> (M), <i>hi</i> (F), <i>ze</i> (N)</p>
</td>
<td>
<p>‘3<sup>rd</sup> pronouns’</p>
</td>
</tr>
</table></div>",,,,,2511,1
5376,,3505,"“The PLral suffix-tul denotes not only a group of the referents referred to by the head noun, but also a grouping in which the head noun forms the locus of a group. Thus, for example,nay tongsayng-tulmeans not only ‘my younger brothers’ who are all relatives of mine, but also ‘my brother and his group’ including his friends. In this respect, proper names may also be PLralized, as inMinca-tul‘Minca and her friends’.”",,,,,,,,,"<div class=""comments"">
  <p>“The PLral suffix-tul denotes not only a group of the referents referred to by the head noun, but also a grouping in which the head noun forms the locus of a group. Thus, for example,nay tongsayng-tulmeans not only ‘my younger brothers’ who are all relatives of mine, but also ‘my brother and his group’ including his friends. In this respect, proper names may also be PLralized, as inMinca-tul‘Minca and her friends’.”</p>
<p>“The group-indicating suffix -neyalso denotes family in such expressions asNami-ney‘Nami’s family’.”</p>

</div>",,,,,2536,1
5378,,3507,pronominal and adnominal identical: er(i) tar(i) proximal distal,,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">er(i)</p>
<p class=""p1"">tar(i)</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,2535,1
5453,,3567,comitative marker: maʻ-,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>maʻ-</dd>
  </dl>
</div>",,,,,2138,1
5380,,3508,"ARM: me ""hand, arm, forelegs of animals"" HAND: me ""hand, arm, forelegs of animals""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: me</p>
</td>
<td>
<p>""hand, arm, forelegs of animals""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: me</p>
</td>
<td>
<p>""hand, arm, forelegs of animals""</p>
</td>
</tr>
</table></div>",,,,,1458,1
5381,,3509,instrumental marker: tawan,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>tawan</dd>
  </dl>
</div>",,,,,2254,1
5382,,3510,"ARM: itjani ""mano ... brazo (antebrazo)"" chaonni ""hombro ... brazo"" ntachaonni ""hombro ... brazo"" HAND: itjani",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: itjani</p>
</td>
<td>
<p>""mano ... brazo (antebrazo)""</p>
</td>
</tr>
<tr>
<td>
<p>chaonni</p>
</td>
<td>
<p>""hombro ... brazo""</p>
</td>
</tr>
<tr>
<td>
<p>ntachaonni</p>
</td>
<td>
<p>""hombro ... brazo""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: itjani</p>
</td>
<td>
<p>""mano ... brazo (antebrazo)""</p>
</td>
</tr>
</table></div>",,,,,1265,1
5383,,igt-3126,-m,I,,-m,1 SG,,,,,,,-m,"<span class=""s1"">1</span>SG","<div class=""comments"">
  
</div>",2453,1
5384,,igt-3127,-maan,we,,-maan,1 PL,,,,,,,-maan,"<span class=""s1"">1</span>PL","<div class=""comments"">
  
</div>",2453,1
5385,,igt-3128,bisiḷu hecca:giruvudar- inda,since it’s very hot,,bisiḷu	hecca:giruvudar- inda,heat	much.ADV.be.N.PST.GERUND.OBL- instr,,,,,,,"<i>bisiḷu </i>	<span style=""font-style:italic;"">hecca:giruvudar-<b>inda</b> </span>","heat	much.ADV.be.N.PST.GERUND.OBL- <span style=""font-weight:bold; font-variant: small-caps;"">instr</span>",,2527,1
5386,,3513,instrumental marker: kà,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>kà</dd>
  </dl>
</div>",,,,,2129,1
5387,,3514,"ARM: imacpal ""brazo"" HAND: iman ""mano ... rama, gajo""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: imacpal</p>
</td>
<td>
<p>""brazo""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: iman</p>
</td>
<td>
<p>""mano ... rama, gajo""</p>
</td>
</tr>
</table></div>",,,,,408,1
5388,,3515,te,,,,,,,,,"<div class=""Example""><p><i>te</i></p></div>",,,,,2341,1
5389,,3516,"íyè, íwò, ò, and other noun classes ‘3 rd person’ ùyù ‘this’ ùyò ‘that’ and other noun classes ‘demonstratives’",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>íyè, íwò, ò,</i> and other noun classes</p>
</td>
<td>
<p>‘3<sup>rd</sup> person’</p>
</td>
</tr>
<tr>
<td>
<p><i>ùyù</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>ùyò</i></p>
</td>
<td>
<p>‘that’ and other noun classes ‘demonstratives’</p>
</td>
</tr>
</table></div>",,,,,2105,1
5390,,3517,ca,,,,,,,,,"<div class=""Example""><p><i>ca</i></p></div>",,,,,2147,1
5391,,igt-3129,xisamɨj - ðar - ðɨŋ o̶jo̶ auɨl osonda ʀɨna,The house of the Xisami’s family is at the end of the village.,,xisamɨj - ðar - ðɨŋ	o̶jo̶	auɨl	osonda	ʀɨna,xisamɨj - ðar - ðɨŋ	o̶jo̶	auɨl	osonda	ʀɨna,,,,,,,"xisamɨj<span class=""s2"">-</span>ðar<span class=""s2"">-</span>ðɨŋ	o̶jo̶	auɨl	osonda	ʀɨna","xisamɨj<span class=""s2"">-</span>ðar<span class=""s2"">-</span>ðɨŋ	o̶jo̶	auɨl	osonda	ʀɨna","<div class=""comments"">
  
</div>",2266,1
5392,,3519,instrumental marker: s,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>s</dd>
  </dl>
</div>",,,,,33,1
5393,,3520,1sg nani-tta:t 'my mother' 2sg mi-tta:t 'your mother',,,,,,,,,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td>
          <p style=""font-variant: small-caps;"">1sg </p>
        </td>
        <td>
          <p style=""font-style:italic;"">nani-tta:t </p>
        </td>
        <td>
          <p>'my mother' </p>
        </td>
      </tr>
      <tr>
        <td>
          <p style=""font-variant: small-caps;"">2sg </p>
        </td>
        <td>
          <p style=""font-style:italic;"">mi-tta:t </p>
        </td>
        <td>
          <p>'your mother' </p>
        </td>
      </tr>
    </table>
  </div>
  
",,,,,2435,1
5394,,3521,"nuenubök ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>nuenubök</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,1865,1
5395,,3522,kes ‘thing’ ay ‘child’ pun ‘adult’ etc. used as 3 rd pronouns i ‘near 1’ ku ‘near 2’ ce ‘over there’,,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>kes</i></p>
</td>
<td>
<p>‘thing’</p>
</td>
</tr>
<tr>
<td>
<p><i>ay</i></p>
</td>
<td>
<p>‘child’</p>
</td>
</tr>
<tr>
<td>
<p><i>pun</i></p>
</td>
<td>
<p>‘adult’ etc. used as 3<sup>rd</sup> pronouns</p>
</td>
</tr>
<tr>
<td>
<p><i>i</i></p>
</td>
<td>
<p>‘near 1’</p>
</td>
</tr>
<tr>
<td>
<p><i>ku</i></p>
</td>
<td>
<p>‘near 2’</p>
</td>
</tr>
<tr>
<td>
<p><i>ce</i></p>
</td>
<td>
<p>‘over there’</p>
</td>
</tr>
</table></div>",,,,,2536,1
5396,,igt-3130,ni hayi,'nobody',,ni hayi,[NEG   who],,,,,,,"<span style=""font-style:italic;""><i>ni hayi</i></span>",[NEG   who],,2508,1
5397,,3524,comitative marker: -l,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-l</dd>
  </dl>
</div>",,,,,2416,1
5398,,3525,instrumental marker: meo,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>meo</dd>
  </dl>
</div>",,,,,2502,1
5399,,3526,instrumental marker: aisía,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>aisía</dd>
  </dl>
</div>",,,,,2474,1
5400,,igt-3131,mamaz r-eimaw zapukaz,mother's chicken,,mamaz	r-eimaw	zapukaz,mother	POSS.LINK  -pet	chicken,,,,,,,<i>mamaz </i>	<i>r-eimaw </i>	<i>zapukaz </i>,mother	POSS.LINK  -pet	chicken,,2492,1
5401,,3528,ɨ z ‘3 rd pronoun’ jer ‘this’ dɛar ‘that’,,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i><s>ɨ</s>z</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>jer</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>dɛar</i></p>
</td>
<td>
<p>‘that’</p>
</td>
</tr>
</table></div>",,,,,2464,1
