id,language_id,language_name,xhtml
3930,afr,Afrikaans,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>met</dd>
  </dl>
</div>"
3931,hzb,Hunzib,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td10"" valign=""top"">
<p class=""p1"">bəd</p>
<p class=""p1"">bəl</p>
<p class=""p1"">əg</p>
<p class=""p1"">(different INFL)</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">medial</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3932,pap,Papiamentu,"<div class=""comments"">
  <p>Marianan</p>
<p>Maria.they</p>
<p>‘Maria and her folks/another person’</p>

</div>"
3933,maj,Majang,
3934,ycn,Yucuna,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>wa-jatewána</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
3935,tml,Tamil,
3936,hix,Hixkaryana,"<div class=""comments"">
  <p> </p>
</div>"
3937,fin,Finnish,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td1"" valign=""top"">
<p class=""p1"">tämä</p>
<p class=""p1"">tuo</p>
</td>
<td class=""td2"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3938,brm,Burmese,"<div class=""Example"">
<table class=""example"">
<tr>
<td>
<p><i>ăhyiñhpăyà</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- used by speakers of either sex; speaking to monks;</p>
<p>etymology: 'lord'</p>
</td>
</tr>
<tr>
<td>
<p><i>hkiñbyà</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- used by male speakers only; etymology: 'lord,</p>
<p>master'</p>
</td>
</tr>
<tr>
<td>
<p><i>hsăya<u>h̲k</u>̲ăleì</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- used by speakers of either sex; speaking to nuns;</p>
<p>etymology: 'little teacher'</p>
</td>
</tr>
<tr>
<td>
<p><i>hyiñ</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- used by female speakers only; etymology: 'lord,</p>
<p>master'<br></br></p>
</td>
</tr>
<tr>
<td>
<p><i>meiˀhswei</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- used by speakers of either sex; etymology: 'friend'</p>
</td>
</tr>
<tr>
<td>
<p><i>mìñ</i></p>
</td>
<td>
<p>2nd sg. fam.</p>
</td>
<td>
<p>- used by male and female speakers; familiar, impolite;</p>
<p>etymology uncertain: 'king' ?</p>
</td>
</tr>
<tr>
<td>
<p><i>niñ</i></p>
</td>
<td>
<p>2nd sg. fam.</p>
</td>
<td>
<p>- used by male and female speakers; familiar, impolite</p>
</td>
</tr>
<tr>
<td>
<p><i>nyì</i></p>
</td>
<td>
<p>2nd sg. fam.</p>
</td>
<td>
<p>- used by male and female speakers; familiar, impolite</p>
</td>
</tr>
<tr>
<td>
<p><i>to</i></p>
</td>
<td>
<p>2nd sg. fam.</p>
</td>
<td>
<p>- used by male and female speakers; familiar, impolite</p>
</td>
</tr>
<tr>
<td>
<p><i>yu</i></p>
</td>
<td>
<p>2nd sg. fam.</p>
</td>
<td>
<p>- used by speakers of either sex; university slang,</p>
<p>mainly among women; etymology: borrowing from</p>
<p>English 'you'</p>
</td>
</tr>
</table></div>"
3939,imo,Imonda,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>ehe</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>õh</i></p>
</td>
<td>
<p>‘here’</p>
</td>
</tr>
<tr>
<td>
<p><i>ed</i></p>
</td>
<td>
<p>‘there’</p>
</td>
</tr>
</table></div>"
3940,heb,Hebrew (Modern),"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">ze</p>
<p class=""p1"">hu</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal / neutral</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3941,cre,Cree (Plains),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: mis pi'ton</p>
</td>
<td>
<p>""the arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: mi'chē chē</p>
</td>
<td>
<p>""a hand""</p>
</td>
</tr>
</table></div>"
3942,pro,Provençal,"<div class=""Example""><p><i>tè</i></p></div>"
3943,per,Pero,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>cákkà</i> (M), <i>tè</i> (F)</p>
</td>
<td>
<p>’3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>mò</i></p>
</td>
<td>
<p>‘close’</p>
</td>
</tr>
<tr>
<td>
<p><i>mù</i></p>
</td>
<td>
<p>‘remote’</p>
</td>
</tr>
<tr>
<td>
<p><i>tíccè</i> (M), <i>téjè</i> (F)</p>
</td>
<td>
<p>‘yonder’</p>
</td>
</tr>
</table></div>"
3944,goo,Gooniyandi,"<div class=""comments"">
  <p>The only numerals are ‘one’, ‘two’, ‘three, a few’, occasionally going somewhat further by combining these through addition (e.g. ‘two two one’ for ‘five’), and the use of ‘hand’ for ‘five’.</p>
<p> </p>
</div>"
3945,knc,Kuku Nganhcara,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>maʹa+pukpe</p>
</td>
<td>
<p>""finger"" [pukpe ""child""]</p>
</td>
</tr>
</table></div>"
3946,die,Diegueño,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: esally</p>
</td>
<td>
<p>""his hand, arm, fingers""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: esally</p>
</td>
<td>
<p>""his hand, arm, fingers""</p>
</td>
</tr>
</table></div>"
3947,hat,Hatam,
3948,ukr,Ukrainian,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ruká</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ruká</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
</table></div>"
3949,epe,Epena Pedee,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>iru</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>na</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>hã</i></p>
</td>
<td>
<p>‘that’</p>
</td>
</tr>
</table></div>"
3950,bel,Belhare,"<div class=""comments"">
  <p>(Bickel &amp; Nichols, forthcoming)</p>
</div>"
3951,tkl,Takelma,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-(a)gw-</dd>
  </dl>
</div>"
3952,myo,Mayo,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-make</dd>
  </dl>
</div>"
3953,nko,Nkore-Kiga,
3954,tab,Taba,"<div class=""comments"">
  <p> </p>
</div>"
3955,sup,Supyire,"<div class=""example""><table class=""example""><tr>
        <td>
          <p>
            <span style=""font-style:italic;"">ŋ</span>
            <span style=""font-style:italic;"">ɔ́ɔ́</span>
          </p>
        </td>
        <td>
          <p>
            <span>'sleep'</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"">ŋágà</span>
          </p>
        </td>
        <td>
          <p>
            <span>'scratch'</span>
          </p>
        </td>
      </tr>
      </table></div>"
3956,prh,Pirahã,"<div class=""comments"">
  <p>Pirahã has no numerals.</p>
<p>source: Dan Everett (personal communication)</p>
</div>"
3957,car,Carib,"<div class=""comments"">
  <p> </p>
</div>"
3958,olo,Olo,
3959,yct,Yucatec,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ʔàal k'ab'</p>
</td>
<td>
<p>""finger [not thumb]""</p>
</td>
</tr>
</table></div>"
3960,bsq,Basque,"<div class=""Example"">
<table class=""example"">
<tr>
<td>
<p><i>hi</i></p>
</td>
<td>
<p>2nd sg. fam.</p>
</td>
<td></td>
</tr>
<tr>
<td>
<p><i>zu</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- etymologically, this is a 2nd pl pronoun; there is</p>
<p>another 2nd pl pronoun with no politeness meaning;</p>
<p>- there are special forms for 1st and 3rd persons verbs</p>
<p>which indicate whether the speaker uses a 2nd polite or</p>
<p>a 2nd familiar pronoun to address the hearer (this is a</p>
<p>different type of marking politeness than by</p>
<p>pronominal distinctions</p>
</td>
</tr>
<tr>
<td>
<p><i>zuek</i></p>
</td>
<td>
<p>2nd pl.</p>
</td>
<td>
<p>-historically, this form might be a combination of 2nd</p>
<p>pl <i>zu</i> + erg case marker <i>-ek</i>; evidence for this</p>
<p>hypothesis is that <i>zuek</i> is nominative and active</p>
<p>(Lafitte's terminology) while all other pronouns</p>
<p>distinguish these cases</p>
</td>
</tr>
</table></div>"
3961,pny,Panyjima,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>jirli</p>
</td>
<td>
<p>""(upper) arm""</p>
</td>
</tr>
<tr>
<td>
<p>paji</p>
</td>
<td>
<p>""lower arm""</p>
</td>
</tr>
<tr>
<td>
<p>ngangkanyu</p>
</td>
<td>
<p>""thumb""</p>
</td>
</tr>
</table></div>"
3962,lak,Lak,"<div class=""comments"">
  <p>Мусахъул</p>
<p>‘Musa and his family, Musa and his relatives’</p>

</div>"
3963,pan,Punjabi,"<div class=""Example""><p><i>tja</i></p></div>"
3964,gds,Gadsup,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-naamaq</dd>
  </dl>
</div>"
3965,rbu,Romani (Bugurdzi),"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>-sa</dd>
  </dl>
</div>"
3966,tin,Tiri,"<div class=""Example""><p>[no generic finger term but several individual finder terms]</p></div>"
3967,nua,Nuaulu,
3968,moj,Mojave,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">vida-</p>
<p class=""p1"">hova-</p>
<p class=""p1"">ɲa-</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">(neutral)</p>
<p class=""p1"">proximal</p>
<p class=""p1"">distal (invisible)</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3969,lan,Lango,"<div class=""comments"">
  
</div>"
3970,krc,Karachay-Balkar,
3971,tur,Turkish,
3972,rus,Russian,
3973,ing,Ingush,"<div class=""comments"">
  <p>source: Nichols: 115</p>
</div>"
4344,hua,Hua,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-kiʻ</dd>
  </dl>
</div>"
3974,squ,Squamish,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td>
          <p style=""font-style:italic;"">
            <span style=""font-weight:bold;"">ʔn</span>-snəx⁰i'λ</p>
        </td>
        <td>
          <p>‘my canoe’ </p>
        </td>
      </tr>
      <tr>
        <td>
          <p style=""font-style:italic;"">ʔə-snəx⁰i'λ </p>
        </td>
        <td>
          <p>‘your (singular) canoe’ </p>
        </td>
      </tr>
      <tr>
        <td>
          <p style=""font-style:italic;"">snəx⁰i'λ-<span style=""font-weight:bold;"">s</span>
          </p>
        </td>
        <td>
          <p>‘his canoe’ </p>
        </td>
      </tr>
      <tr>
        <td>
          <p style=""font-style:italic;"">snəx⁰i'λ-<span style=""font-weight:bold;"">čət</span>
          </p>
        </td>
        <td>
          <p>‘our canoe’ </p>
        </td>
      </tr>
      <tr>
        <td>
          <p style=""font-style:italic;"">ʔə-snəx⁰i'λ-i̯<span style=""font-weight:bold;"">ap</span>
          </p>
        </td>
        <td>
          <p>‘your (plural) canoe’ </p>
        </td>
      </tr>
      <tr>
        <td>
          <p style=""font-style:italic;"">snəx⁰i'λ-s-u̯<span style=""font-weight:bold;"">it</span>
          </p>
        </td>
        <td>
          <p>‘their canoe’ </p>
        </td>
      </tr>
    </table>
  </div>
  
"
3975,miy,Miya,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">nákən</p>
<p class=""p1"">náka</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3976,chn,Chantyal,"<div class=""Example""><p><i>cɦa, cɦya</i></p></div>"
3977,tml,Tamil,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-āl</dd>
  </dl>
</div>"
3978,ker,Kera,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">tóŋ</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">neutral</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
3979,mgg,Mongor (Tu),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>Xuri</p>
</td>
<td>
<p>""doigt""</p>
</td>
</tr>
</table></div>"
3980,siu,Siuslaw,
3981,bnj,Bandjalang,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM:gaŋgil</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: daŋgan</p>
</td>
<td>
<p>""hand; finger(s)""</p>
</td>
</tr>
<tr>
<td>
<p>jambay</p>
</td>
<td>
<p>""hand; finger(s)""</p>
</td>
</tr>
<tr>
<td>
<p>yambay</p>
</td>
<td>
<p>""hand; finger(s)""</p>
</td>
</tr>
</table></div>"
3982,xar,Xârâcùù,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: mɛ̃</p>
</td>
<td>
<p>""arm, fin (of tortoise), branch (of tree), stalk”</p>
</td>
</tr>
<tr>
<td>
<p>HAND: xãrã</p>
</td>
<td>
<p>""my hand""</p>
</td>
</tr>
<tr>
<td>
<p>xɛ̃</p>
</td>
<td>
<p>""member (and or foot)""</p>
</td>
</tr>
</table></div>"
3983,car,Carib,"<div class=""comments"">
  <p>source: Hoff: 281</p>
</div>"
3984,baw,Bawm,"<div class=""comments"">
  <p>source: Richle 1981: 44</p>
</div>"
3985,lga,Luangiua,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>maa</dd>
  </dl>
</div>"
3986,muy,Muyuw,"<div class=""Example"">
<table class=""example"">
<tr>
<td>
<p>dídin</p>
</td>
<td>
<p>""his finger or toe""</p>
</td>
</tr>
</table></div>"
3987,dua,Douala,"<div class=""Example""><p><i>ti</i></p></div>"
3988,ain,Ainu,
3989,gua,Guaraní,"<div class=""comments"">
  <p>reciprocal marker: -ye</p>
</div>"
3990,ctl,Catalan,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>dit</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
3991,krk,Karok,"<div class=""comments"">
  <p> </p>
<p>Another construction with transitive verbs, used when there is an unexpressed animate direct object, has the clitic =ʔîn attached to the A; this may be a passive. Pronouns have the same case marking system as nouns, but no examples could be found.</p>
</div>"
3992,kro,Krongo,"<div class=""comments"">
  
</div>"
3993,eve,Evenki,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: nga:le</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: hannga</p>
</td>
<td>
<p>""hand, palm""</p>
</td>
</tr>
</table></div>"
3994,crk,Creek,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>enke-wesakv</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
<tr>
<td>
<p>enke-hesakv</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
3995,lat,Latvian,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>acc</dd>
  </dl>
</div>"
3996,lah,Lahu,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>yù lɛ</dd>
  </dl>
</div>"
3997,msh,Marshallese,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>addi</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
<tr>
<td>
<p>jānit</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
3998,bnd,Bandi,"<div class=""comments"">
  <p>(William Anderson, p.c.)</p>
</div>"
3999,bdg,Badaga,"<div class=""Example""><p><i>tī</i></p></div>"
4000,mne,Maidu (Northeast),"<div class=""comments"">
  <p>reciprocal marker: -toto</p>
</div>"
4001,psj,Popoloca (San Juan Atzingo),"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-co</dd>
  </dl>
</div>"
4002,tib,Tibetan (Standard Spoken),"<div class=""Example""><p><i>ča</i></p></div>"
4003,ame,Amele,
4004,mno,Mono,
4005,knr,Kanuri,"<div class=""comments"">
  
</div>"
4006,res,Resigaro,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>-kégú</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
4007,kkw,Karankawa,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: se-imahaha [sumahaha]</p>
</td>
<td>
<p>""arm"" [K-E only]</p>
</td>
</tr>
<tr>
<td>
<p>se-imahaha</p>
</td>
<td>
<p>""arm (upper)"" [E-K only]</p>
</td>
</tr>
<tr>
<td>
<p>HAND: e'tsma</p>
</td>
<td>
<p>""hand, finger""</p>
</td>
</tr>
</table></div>"
4008,nav,Navajo,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-èè</dd>
  </dl>
</div>"
4009,,Gothic,"<div class=""comments"">
  <p>source: Wright, 1910: 147</p>
</div>"
4010,cze,Czech,"<div class=""Example""><p><i>čaj</i></p></div>"
4227,kos,Kosraean (Kusaiean),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>kufun paho</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
4011,sno,Saami (Northern),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: GIEHTA</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: GIEHTA</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
</table></div>"
4012,ngi,Ngiyambaa,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>nhurru</p>
</td>
<td>
<p>""upper arm; foreleg; wing""</p>
</td>
</tr>
<tr>
<td>
<p>pii</p>
</td>
<td>
<p>""forearm""</p>
</td>
</tr>
</table></div>"
4013,tus,Tuscarora,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">kyèːniːkə̃ː</p>
<p class=""p1"">hèːníːkə̃ː</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
4014,tru,Trumai,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">niʼde</p>
<p class=""p1"">kaʼne</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
4015,hmo,Hmong Njua,"<div class=""example""><table class=""example""><tr>
        <td>
          <p style=""font-weight:normal;"">
            <span style=""font-style:italic;"">tóŋ</span>
          </p>
        </td>
        <td>
          <p style=""font-weight:normal;"">
            <span>'edible gourd'</span>
          </p>
        </td>
      </tr>
      </table></div>"
